,LotDescription,Parent#,Revenue,ParentID,LotID
1007,TP61 - Light Blue Accessories,B00O7PCGGU,264.92,470,1084.0
1008,SP24 - Navy With Orange Visibility Trim Woven Shirts,B01ESJ8AVE,262.95,722,916.0
1009,SC40 - Light Blue Woven Shirts,B00O972OS6,262.51,547,643.0
1010,SP24 - Grey/blue Stripe Woven Shirts,B007GBX6NY,262.43,190,907.0
1011,SK50 - Black Knit Tops,B00O9OQG2E,261.62,613,711.0
1012,PT61P - Khaki Hospitality,B00SBHMPJI,261.38,646,558.0
1013,CC18NV - Navy Coveralls,B005DDYJ1K,259.82,36,222.0
1014,SK72 - Light Blue Knit Tops,B00O9OQIHC,258.53999999999996,618,727.0
1015,SLD6 - Burgundy Flame Resistant Tops,B01C566U96,257.84,709,779.0
1016,SP23P - Light Blue Industrial,B00SBHN2G8,257.70000000000005,650,893.0
1017,PT61P - Black Hospitality,B00SBHMPJI,256.35,646,556.0
1018,SL60 - White/Blue Pin Stripe Uniforms Tops,B01EOXORLQ,254.99,713,778.0
1019,SK92 - Tan Knit Tops,B019XDXQUU,254.23999999999998,685,771.0
1020,SK90 - Tan Knit Tops,B019XDXNH6,253.4,680,753.0
1021,WP18NV - Navy Outerwear,B00O973R1E,252.64,603,1106.0
1022,QT30 - Red Flame Resistant Tops,B01C4C363E,252.14999999999998,704,606.0
1023,SK82 - Navy Knit Tops,B00O9OQIFY,251.14,617,745.0
1024,CC18GY - Grey Coveralls,B005DDYS66,250.69,66,221.0
1025,CC18GY - Grey Coveralls,B005DDYS02,249.85,65,221.0
1026,SK91BT - White Tops and Sweaters,B0178EI1YM,249.23000000000002,668,764.0
1027,PT60 - Black Pants,B005HV4SOG,247.95,83,548.0
1028,QT30 - Charcoal Flame Resistant Tops,B01C4C363E,247.71999999999997,704,604.0
1029,9P01P - Black Hospitality,B00SBHLSE6,244.64999999999998,625,183.0
1030,PT61P - White Hospitality,B00SBHMPJI,244.29000000000002,646,560.0
1031,SP24 - Navy With Orange Visibility Trim Woven Shirts,B00DUDRP66,242.27,293,916.0
1032,QT30 - Dark Blue Flame Resistant Tops,B01C4C363E,239.52,704,605.0
1033,WP92 - Black Shorts,B00O4VXX9G,239.5,423,1124.0
1034,SP06 - White With Black/White Check Uniforms Tops,B00O7PCG92,238.99,469,820.0
1035,SY60 - Khaki Woven Shirts,B00O973OZS,238.98999999999998,602,1065.0
1036,HP60 - White Accessories,B00O7PC7LO,237.75,461,304.0
1037,BD30 - Brown Duck Bibs & Overalls,B00O9719E6,237.56,475,203.0
1038,QT12 - Blue Flame Resistant Tops,B01C4C33DC,237.05,702,591.0
1039,SS14YE - Fluorescent Yellow/green Woven Shirts,B00O973I2M,236.92,591,1025.0
1040,PT60 - Black Pants,B005HV4RBK,235.87,78,548.0
1041,SP23P - White Industrial,B00SBHN2G8,235.54000000000002,650,895.0
1042,PP73 - Navy Industrial,B00SBHMIF4,234.7,640,465.0
1043,CMD4GY RG 58 - Grey Flame Resistant Bottoms,B00HUA2K1A,233.68,319,252.0
1044,SK02 - Hunter Green Knit Tops,B00O9OQFZW,232.17000000000002,611,686.0
1045,VD22 - Brown Duck Vests,B00O971WPC,231.58,509,1092.0
1046,SC40 - Spruce Green Woven Shirts,B00O972OS6,230.65000000000003,547,646.0
1047,WP92 - Charcoal Shorts,B00O4VXX9G,229.62,423,1125.0
1048,SC40WH - White Woven Shirts,B00O972OS6,228.76,547,651.0
1049,411 - White Uniforms Jackets,B00O7PBRP6,228.53000000000003,443,153.0
1050,SK80 - Black Knit Tops,B019XDXNHQ,228.51999999999998,681,734.0
1051,SK14 - Burgundy/Navy Knit Tops,B00O9OQG92,228.08999999999997,614,698.0
1052,PT60 - Navy Pants,B005HV52XM,225.77,91,552.0
1053,SP24 - Blue/Charcoal Woven Shirts,B007GBXB8Y,223.1,195,897.0
1054,SK28 - White Knit Tops,B00O9OQG1U,222.62,612,710.0
1055,SK91BT - Red Tops and Sweaters,B0178EI1YM,219.95,668,763.0
1056,SK82 - Black Knit Tops,B00O9OQIFY,219.32,617,742.0
1057,SP20 - White/charcoal Stripe Woven Shirts,B007GBVHTO,218.87,159,888.0
1058,CC18RD - Red Coveralls,B005DDYQHW,218.23,50,223.0
1059,PEJ6SW 38 34 - Stone-wash Flame Resistant Bottoms,B00CC3M6V4,217.96,269,446.0
1060,SK90 - Tan Knit Tops,B019XDXNC6,215.45,678,753.0
1061,SP91 - Red Hospitality,B00SBHN8RG,214.8,653,1002.0
1062,PT59P - Navy Hospitality,B00SBHMOOE,214.44,643,544.0
1063,SK02 - White Knit Tops,B00O9OQFZW,212.31,611,692.0
1064,SP13P - Light Blue Industrial,B00SBHMWIW,211.98,648,833.0
1065,SP24 - Grey/blue Stripe Woven Shirts,B007GBWZY0,209.77,185,907.0
1066,SP20 - White/charcoal Stripe Woven Shirts,B007GBVIKC,209.74,160,888.0
1067,QT12BT - Red Flame Resistant Tops,B01C4C33DC,209.63000000000002,702,595.0
1068,SP84 - White/Blue Uniforms Tops,B00O973E9Y,206.76999999999998,588,989.0
1069,SP14 - Blue/Charcoal Woven Shirts,B00O972ZE4,205.91,562,837.0
1070,CC18RD - Red Coveralls,B005DDYQRC,203.52,53,223.0
1071,SS26MB - Medium Blue Woven Shirts,B00O973KQG,202.59000000000003,595,1030.0
1072,SP91P - Light Blue Hospitality,B00SBHN8RG,202.58999999999997,653,1005.0
1073,SP14 - Denim Blue Micro Check Woven Shirts,B00O972ZE4,202.42000000000002,562,844.0
1074,SK02 - Medium Blue Knit Tops,B00O9OQFZW,202.32999999999998,611,688.0
1075,PT60 - Navy Pants,B005HV53CC,200.42,93,552.0
1076,SP46BT - Dark Navy Uniforms Tops,B01AFSIDNC,199.14999999999998,690,946.0
1077,421 - White Uniforms Jackets,B00O7PBU26,197.29,447,159.0
1078,SP28 - Navy/Post Blue Woven Shirts,B00F4D17KU,196.42,300,939.0
1079,QT30 - Black Flame Resistant Tops,B01C4C363E,196.12,704,602.0
1080,PT60 - Black Pants,B005HV4SHI,195.93,82,548.0
1081,CC18GY - Grey Coveralls,B005DDYRS0,193.62,63,221.0
1082,1430 - Black Accessories,B00O7PC2H8,192.18,452,105.0
1083,SP14 - Orange Woven Shirts,B004HSYYZI,191.63,1,864.0
1084,SLU4 - Khaki Flame Resistant Tops,B01C566U4Q,190.41,706,791.0
1085,SLU2NV LN M - Navy Flame Resistant Tops,B01FILNBSS,189.72,729,786.0
1086,PT61P - Charcoal Hospitality,B00SBHMPJI,188.32,646,557.0
1087,CC18NV - Navy Coveralls,B013Q80EM6,188.0,664,222.0
1088,HD20 - Brown Duck Accessories,B00O971G94,187.84,490,288.0
1089,SH10 - Navy Uniforms Tops,B00O972R56,187.5,552,680.0
1090,SP20GI - Charcoal With Blue/White Stripe Woven Shirts,B007GBVUYQ,185.6,171,890.0
1091,SK90 - White Knit Tops,B019XDXNC6,185.13,678,754.0
1092,SK90 - Medium Blue Knit Tops,B019XDXNC6,184.56,678,750.0
1093,SK82 - Royal Blue Knit Tops,B00O9OQIFY,183.35,617,747.0
1094,SP20 - Khaki/black Check Uniforms Tops,B007GBWO82,183.03,183,886.0
1095,SK72 - Jade Knit Tops,B00O9OQIHC,182.85,618,725.0
1096,1K00PT - Putty/Navy Woven Shirts,B00O972364,182.82999999999998,512,113.0
1097,QT10 - Black Flame Resistant Tops,B01C4C32A6,181.99,701,578.0
1098,QT30 - Charcoal Flame Resistant Tops,B01C4C3224,181.41000000000003,696,604.0
1099,SP24 - Blue/Charcoal Woven Shirts,B007GBXAKS,179.96,193,897.0
1100,PLJ8BD 50 34 - Brown Duck Flame Resistant Bottoms,B00CC4JU0S,179.8,279,455.0
1101,SP50MB - Petrol Blue Uniforms Tops,B00O973AZM,179.55999999999997,580,952.0
1102,SP91 - Burgundy Hospitality,B00SBHN8RG,177.41,653,999.0
1103,SK81BT - Black Tops and Sweaters,B0178EI246,177.12,669,741.0
1104,SP20 - Blue/Charcoal Uniforms Tops,B007GBVO9W,176.98,166,883.0
1105,SC30-2 - Graphite Grey Woven Shirts,B007GBYMUK,176.65,202,638.0
1106,SP26WH - White Woven Shirts,B007GC0B5O,176.53,234,938.0
1107,SP65 - Blue Hospitality,B00SBHN394,176.17000000000002,652,963.0
1108,PT60 - Black Pants,B005HV4R4M,175.75,77,548.0
1109,5025 - White Uniforms Tops,B00O7PC548,175.51999999999998,454,167.0
1110,SK92 - White Knit Tops,B019XDXQUU,175.03,685,772.0
1111,SP26WH - White Woven Shirts,B007GC094M,173.56,230,938.0
1112,SP24 - Grey With Yellow/Green Visibility Trim Woven Shirts,B01EP5X40S,173.38,715,905.0
1113,QT10 - Blue Flame Resistant Tops,B01C4C32A6,171.04,701,579.0
1114,SK92 - Red Knit Tops,B019XDXQUU,170.04999999999998,685,769.0
1115,SP25P - Light Blue Industrial,B00SBHN38U,169.51000000000002,651,932.0
1116,SK02 - Red Knit Tops,B00O9OQFZW,169.31,611,690.0
1117,JN10 - Navy Outerwear,B00O971ME8,168.17000000000002,493,321.0
1118,SMU3LB RG XL - Light Blue Flame Resistant Tops,B00JFO0OYY,168.15,373,806.0
1119,CC18NV - Navy Coveralls,B005DDYJ7E,165.82,37,222.0
1120,SP28 - Navy/Post Blue Woven Shirts,B00F4D11WY,165.07,297,939.0
1121,SK02 - Navy Knit Tops,B00O9OQFZW,164.83,611,689.0
1122,QT30 - Blue Flame Resistant Tops,B01C4C363E,164.47,704,603.0
1123,KV30 - White Uniforms Jackets,B00O7PCDM2,163.19,466,394.0
1124,SK50 - Medium Blue Knit Tops,B00O9OQG2E,162.6,613,712.0
1125,PT34 - Black Shorts,B00O4UZ1IS,162.49,412,515.0
1126,SK80 - Grey Knit Tops,B019XDXNHQ,161.76999999999998,681,735.0
1127,SP24 - Navy/Khaki Stripe Woven Shirts,B007GBYPZC,161.53,206,919.0
1128,QT30 - Black Flame Resistant Tops,B01C4C3224,161.1,696,602.0
1129,SP90BK - Black Woven Shirts,B007GBZHQ8,160.88,216,990.0
1130,4020 - White Uniforms Jackets,B00O7PC27S,160.20999999999998,450,149.0
1131,SS24YE - Fluorescent Yellow/Green Woven Shirts,B007GBXC56,159.97,196,1029.0
1132,1S00 - Navy Woven Shirts,B00O9723SW,159.66,515,119.0
1133,PT59P - White Hospitality,B00SBHMOOE,159.32,643,547.0
1134,CC18RD - Red Coveralls,B01E0YUORU,157.89,710,223.0
1135,CLD4RD RG 58 - Red Flame Resistant Bottoms,B00JIJHV6K,157.09,378,251.0
1136,9S01 - Navy Hospitality,B00BQHOLDS,157.05,265,187.0
1137,KP10 - Light Blue Outerwear,B00O971TUU,156.72,502,356.0
1138,CC18GY - Grey Coveralls,B005DDYFNM,155.73,31,221.0
1139,SP91P - White Hospitality,B00SBHN8RG,155.67000000000002,653,1006.0
1140,1K00ST - Storm/Black Woven Shirts,B00O972364,155.64999999999998,512,114.0
1141,SC30-2 - Graphite Grey Woven Shirts,B007GBYJSA,155.2,201,638.0
1142,SC16 - Light Blue Woven Shirts,B00O972MF6,154.72,543,626.0
1143,PEJ6SW 38 34 - Stone-wash Flame Resistant Bottoms,B00CC3M5A6,152.97,268,446.0
1144,SK91 - Tan Tops and Sweaters,B0178EI1YM,151.27,668,761.0
1145,SK90 - White Knit Tops,B019XDXNH6,150.99,680,754.0
1146,PT60 - Black Pants,B005HV4SYG,148.96,84,548.0
1147,SP24 - Grey With Yellow/Green Visibility Trim Woven Shirts,B00DUDU9NW,147.57,295,905.0
1148,SK92 - Royal Blue Knit Tops,B019XDXQUU,146.93,685,770.0
1149,KP16 - White Outerwear,B00O9729FO,145.5,525,369.0
1150,SC24 - Light Blue Woven Shirts,B00781Q62U,145.05,99,629.0
1151,SY10 - Charcoal/Grey Woven Shirts,B00F8NOXLG,144.23,301,1049.0
1152,SC40 - Navy With Yellow/Green Visibility Trim Woven Shirts,B01EUOR3IS,143.9,724,644.0
1153,SP24 - Navy/red Stripe Woven Shirts,B007GBWJUU,143.68,181,921.0
1154,CC18RD - Red Coveralls,B005DDYECO,141.78,22,223.0
1155,SK58 - Navy Knit Tops,B00O9OQIJU,141.63,619,719.0
1156,SP20 - Gm Blue/White Stripe Woven Shirts,B007GC0DQQ,140.78,238,884.0
1157,HD20 - Navy Duck Accessories,B00O971G94,140.15,490,289.0
1158,SK82 - Red Knit Tops,B00O9OQIFY,137.96,617,746.0
1159,WT50 - White Outerwear,B00O973R6Y,137.66000000000003,605,1147.0
1160,QT30 - Red Flame Resistant Tops,B01C4C3224,136.74,696,606.0
1161,SP91 - Khaki Hospitality,B00SBHN8RG,136.12,653,1000.0
1162,SC74ST - Stone/Navy Woven Shirts,B00O972QLG,135.73999999999998,549,658.0
1163,SP46BT - White Uniforms Tops,B01AFSIDNC,135.23,690,948.0
1164,9S01P - Tan Hospitality,B00BQHOLDS,135.04,265,190.0
1165,SP20GI - Charcoal With Blue/White Stripe Woven Shirts,B007GBVSBQ,134.32,169,890.0
1166,SP60LT - Light Tan Uniforms Tops,B0058T3X0M,133.15,14,960.0
1167,SP36 - Medium Blue Uniforms Tops,B01AFSIDSM,132.67,692,944.0
1168,SP14 - Navy With Yellow/Green Visibility Trim Woven Shirts,B00DUDSAXI,129.95,294,858.0
1169,PT32 - Black Pants,B007GB8EH2,129.73,125,511.0
1170,SS24YE - Fluorescent Yellow/Green Woven Shirts,B007GBXB84,128.99,194,1029.0
1171,HLH2NV RG M - Navy Flame Resistant Tops,B00JFO0KK2,128.87,367,292.0
1172,PLJ8NV 50 34 - Navy Duck Flame Resistant Bottoms,B01N1TE54K,127.46,735,456.0
1173,PLJ8NV 50 34 - Navy Duck Flame Resistant Bottoms,B00CC4L2E0,127.18,283,456.0
1174,SK91 - Grey Tops and Sweaters,B0178EI1YM,127.16,668,757.0
1175,PEJ6SW 38 34 - Stone-wash Flame Resistant Bottoms,B00CC3OI56,126.0,275,446.0
1176,PEJ6SW 38 34 - Stone-wash Flame Resistant Bottoms,B00CC3OGJE,126.0,274,446.0
1177,SK82 - White Knit Tops,B00O9OQIFY,125.51,617,748.0
1178,HLH2BD RG M - Brown Duck Flame Resistant Tops,B00JFO0KK2,124.21,367,291.0
1179,CC18RD - Red Coveralls,B007VDUDGK,123.5,248,223.0
1180,SL60 - White/Blue Pin Stripe Uniforms Tops,B0058T2RMW,123.47,6,778.0
1181,CC18RD - Red Coveralls,B005DDYQKY,122.23,51,223.0
1182,SC30 - Navy Woven Shirts,B007GBZBFK,121.98,209,633.0
1183,SP20 - White/green Stripe Woven Shirts,B007GBW1V2,121.75,175,889.0
1184,SP20 - Gm Blue/White Stripe Woven Shirts,B004IDGHPW,121.48,3,884.0
1185,SS24 - Fluorescent Yellow/Green High Visibility Tops,B007GBW4GO,120.78,178,1027.0
1186,QT10 - Dark Blue Flame Resistant Tops,B01C4C326U,120.57,699,581.0
1187,SS14YE - Fluorescent Yellow/green Woven Shirts,B007GBZLFA,120.05,221,1025.0
1188,9P01 - Navy Hospitality,B00SBHLSE6,119.99,625,182.0
1189,PT60 - Black Pants,B005HV4QXO,119.95,76,548.0
1190,SC30-2 - Graphite Grey Woven Shirts,B007GBYIVI,119.84,200,638.0
1191,CC18RD - Red Coveralls,B005DDYQMM,119.82,52,223.0
1192,SP28 - Red/Navy Woven Shirts,B0058T2ZMY,119.01,7,940.0
1193,PT32 - Charcoal Pants,B007GB8K4O,118.65,138,512.0
1194,SP20 - Blue/Charcoal Uniforms Tops,B007GBVJ2O,117.13,162,883.0
1195,SC40 - Navy Woven Shirts,B007GC0YPG,117.06,246,645.0
1196,SP20GK - Green/Khaki Woven Shirts,B004IDK1QS,117.03,4,891.0
1197,SR60 - White Woven Shirts,B01EOWFIY2,116.92,712,1011.0
1198,SP14 - Khaki/Black Woven Shirts,B00O972ZE4,116.07,562,850.0
1199,SP13P - Navy Industrial,B00SBHMWIW,116.06,648,834.0
1200,9S05 - Black Hospitality,B00SBHLZPI,115.97,629,196.0
1201,SP56 - White Uniforms Tops,B01AFSIDKA,115.72,688,954.0
1202,SK92 - Royal Blue Knit Tops,B016NEKYE8,115.39,666,770.0
1203,SS26WH - White Woven Shirts,B00O973KQG,114.81,595,1031.0
1204,SP60LT - Light Tan Uniforms Tops,B0058T3W8A,114.09,13,960.0
1205,TT38 - Black Accessories,B00O7TTSRQ,113.41,471,1091.0
1206,PEJMSD 50 34 - Sanded Denim Flame Resistant Bottoms,B01M69U2T2,112.93,731,449.0
1207,SP14 - Navy With Orange Visibility Trim Woven Shirts,B00DUDQI3M,112.35,290,857.0
1208,PT32 - Black Pants,B007GB8EBI,111.37,124,511.0
1209,QT30 - Dark Blue Flame Resistant Tops,B01C4C3224,111.1,696,605.0
1210,1P60 - Black Woven Shirts,B00O97238W,107.39,514,115.0
1211,PLJ8BD 50 34 - Brown Duck Flame Resistant Bottoms,B00CC4K28C,107.19,280,455.0
1212,KT33 - White Medical,B00SBHMCKA,105.6,637,388.0
1213,CC18RD - Red Coveralls,B005DDYF32,104.27,27,223.0
1214,SP26WH - White Woven Shirts,B007GC0AI2,103.06,232,938.0
1215,1P60 - Navy Woven Shirts,B00O97238W,102.94999999999999,514,116.0
1216,1K00BU - Burgundy/Black Woven Shirts,B00O972364,102.17,512,112.0
1217,PT32 - Navy Pants,B007GB98R2,101.31,147,514.0
1218,1430 - Hunter Green Accessories,B00O7PC2H8,101.02,452,107.0
1219,SK90 - Red Knit Tops,B019XDXNH6,99.58,680,751.0
1220,PLJ8NV 50 34 - Navy Duck Flame Resistant Bottoms,B00CC4L18C,99.0,282,456.0
1221,SB22 - Petrol Blue/Navy Woven Shirts,B00781QTLI,97.56,101,624.0
1222,PT32 - Black Pants,B007GB8ERC,97.5,126,511.0
1223,SK58 - Light Blue Knit Tops,B00O9OQIJU,97.25,619,718.0
1224,HB20 - Navy Accessories,B00O971G4E,96.94,489,286.0
1225,PT32 - Navy Pants,B007GB9AI4,96.49,152,514.0
1226,PT20 - Charcoal Pants,B016TLE4B4,95.81,667,484.0
1227,SB22 - Petrol Blue/Navy Woven Shirts,B00781QUUI,95.59,103,624.0
1228,SK90 - Medium Blue Knit Tops,B019XDXNH6,95.37,680,750.0
1229,SP60LT - Light Tan Uniforms Tops,B0058T3TYC,95.24,11,960.0
1230,PEJ6SW 38 34 - Stone-wash Flame Resistant Bottoms,B00CC3LZF2,92.68,267,446.0
1231,SC40 - Graphite Grey Woven Shirts,B007GC0LHW,92.5,242,641.0
1232,SP20GK - Green/Khaki Woven Shirts,B007GBW07W,92.32,173,891.0
1233,PEJ6SW 38 34 - Stone-wash Flame Resistant Bottoms,B00CC3M87G,91.84,270,446.0
1234,PT32 - Charcoal Pants,B007GB8HLU,91.22,131,512.0
1235,PT32 - Navy Pants,B007GB9BM4,89.48,155,514.0
1236,SP24 - Navy/Khaki Stripe Woven Shirts,B007GBYP66,89.35,205,919.0
1237,SS14YE - Fluorescent Yellow/green Woven Shirts,B007GBZJQG,89.32,217,1025.0
1238,SC16 - Navy Woven Shirts,B00O972MF6,89.11000000000001,543,627.0
1239,PT32 - Charcoal Pants,B007GB8KCG,88.95,139,512.0
1240,HNM2NV RG M - Navy Flame Resistant Outerwear,B007WC4B04,86.97,250,301.0
1241,HB20 - Black Accessories,B00O971G4E,86.64,489,285.0
1242,PT32 - Black Pants,B007GB8DF0,86.39,120,511.0
1243,QT30 - Blue Flame Resistant Tops,B01C4C3224,86.1,696,603.0
1244,NP12 - White Accessories,B00O7PCDFY,85.89,465,405.0
1245,SC40KH - Khaki Woven Shirts,B007GC0RNU,85.36,244,648.0
1246,PT34 - Charcoal Shorts,B00O4UZ1IS,85.36,412,516.0
1247,CNN2NV RG XXL - Navy Flame Resistant Bottoms,B00HUA3CK8,85.32,323,265.0
1248,423 - White Uniforms Jackets,B00O7PBTTU,85.2,444,160.0
1249,SC24 - Light Blue Woven Shirts,B00781Q6UM,84.82,100,629.0
1250,SP20 - Gm Blue/White Stripe Woven Shirts,B007GC0E3S,84.62,239,884.0
1251,SL20 - Blue/White Stripe Woven Shirts,B0078X2JME,83.61,117,776.0
1252,SP20GK - Green/Khaki Woven Shirts,B007GBVYJC,83.22,172,891.0
1253,SP20 - Blue/Charcoal Uniforms Tops,B007GBVMUS,82.88,164,883.0
1254,PC20ENBT - Enhanced Visibility Dark Navy Pants,B019XDXKWY,82.78,674,413.0
1255,CC18NV - Navy Coveralls,B005DDYJAG,81.8,38,222.0
1256,SB22 - Petrol Blue/Navy Woven Shirts,B00781QV8O,81.28,104,624.0
1257,SP60LT - Light Tan Uniforms Tops,B0058T3VJK,80.32,12,960.0
1258,CC18RD - Red Coveralls,B005DDYE5G,79.32,21,223.0
1259,CC18GY - Grey Coveralls,B005DDYF96,79.3,28,221.0
1260,CC18GY - Grey Coveralls,B005DDYFJQ,79.3,30,221.0
1261,9P01P - Burgundy Hospitality,B00SBHLSE6,78.96000000000001,625,184.0
1262,WP18LB - Light Blue Outerwear,B00O973R1E,78.49000000000001,603,1105.0
1263,HP60 - White With Black Band Accessories,B00O7PC7LO,77.86,461,305.0
1264,PT32 - Charcoal Pants,B007GB8KLC,76.59,140,512.0
1265,SC40 - Grey With Yellow/Green Visibility Trim Woven Shirts,B01ET1IBUG,76.03,723,642.0
1266,SS46LB - Light Blue Woven Shirts,B00AQ4FRBW,75.43,254,1034.0
1267,SP24 - Navy/Khaki Stripe Woven Shirts,B007GBYOEE,75.43,204,919.0
1268,SP20GI - Charcoal With Blue/White Stripe Woven Shirts,B007GBVRQW,75.36,167,890.0
1269,SK58 - White Knit Tops,B00O9OQIJU,75.17,619,720.0
1270,CC18NV - Navy Coveralls,B005DDYIYS,74.98,35,222.0
1271,TP27P - White Hospitality,B00SBHNQ5K,74.84,662,1076.0
1272,SC30-2 - Graphite Grey Woven Shirts,B007GBYNJA,74.71,203,638.0
1273,SWW2 - Silver Grey Flame Resistant Tops,B01C566U5K,74.47,708,1046.0
1274,PT60 - Navy Pants,B005HV53PO,73.87,94,552.0
1275,SP20 - White/charcoal Stripe Woven Shirts,B007GC0GQS,73.29,241,888.0
1276,KP17 - White Medical,B00SBHM69W,72.63,634,370.0
1277,1T11P - Stone Industrial,B00SBHLMNI,72.37,623,129.0
1278,SP20GI - Charcoal With Blue/White Stripe Woven Shirts,B007GBVSRA,70.88,170,890.0
1279,KP10RD - Red Outerwear,B00O971TUU,70.83,502,360.0
1280,SP08 - Black/White Check Uniforms Tops,B00O7PCG7Y,70.54,468,821.0
1281,9S05 - Hunter Green Hospitality,B00SBHLZPI,69.44,629,197.0
1282,1S00 - Tan Woven Shirts,B00O9723SW,69.32,515,120.0
1283,CLB6KH RG 50 - Khaki Flame Resistant Bottoms,B00HUA1ZQQ,68.57,318,243.0
1284,SC24 - Light Blue Woven Shirts,B004IRE2L4,68.46,5,629.0
1285,SL20 - Blue/White Stripe Woven Shirts,B0078X2IOS,68.22,114,776.0
1286,PT32 - Black Pants,B007GB8DUU,68.08,122,511.0
1287,PT32 - Black Pants,B007GB8F8K,67.29,128,511.0
1288,CC18RD - Red Coveralls,B005DDYDT8,65.54,20,223.0
1289,SP14 - Grey/black With Red/white Woven Shirts,B00O9731JW,65.46,564,
1290,SP20 - White/green Stripe Woven Shirts,B007GBW338,64.6,177,889.0
1291,SP26WH - White Woven Shirts,B007GC0A5A,64.53,231,938.0
1292,SLD6 - Teal Flame Resistant Tops,B01C566U96,64.46,709,780.0
1293,SP20 - White/charcoal Stripe Woven Shirts,B007GC0EE2,64.02,240,888.0
1294,SLU4 - Grey Flame Resistant Tops,B01C566U4Q,63.47,706,790.0
1295,PT32 - Black Pants,B007GB8FDU,63.25,129,511.0
1296,CC18RD - Red Coveralls,B005DDYEHO,62.97,23,223.0
1297,SK81 - Navy Tops and Sweaters,B0178EI246,62.46000000000001,669,740.0
1298,SC40KH - Khaki Woven Shirts,B007GC0QJ0,62.25,243,648.0
1299,SP20 - Gm Blue/White Stripe Woven Shirts,B007GC0BPY,61.44,235,884.0
1300,CC18RD - Red Coveralls,B00O971BVC,61.19,481,223.0
1301,QT30 - Tan Flame Resistant Tops,B01C4C3224,60.290000000000006,696,607.0
1302,PT59P - Spruce Green Hospitality,B00SBHMOOE,60.0,643,545.0
1303,CC18NV - Navy Coveralls,B005DDYJO2,59.11,40,222.0
1304,PLJ8NV 50 34 - Navy Duck Flame Resistant Bottoms,B00CC4KWGE,58.99,281,456.0
1305,SP20GI - Charcoal With Blue/White Stripe Woven Shirts,B007GBVS34,58.77,168,890.0
1306,PT32 - Charcoal Pants,B007GB8IJQ,58.52,134,512.0
1307,HNH2RB RG M - Royal Blue Flame Resistant Tops,B00JFO0LBU,58.46,368,299.0
1308,1S00 - Black Woven Shirts,B00O9723SW,58.1,515,117.0
1309,JLJ8NV RG S - Navy Flame Resistant Outerwear,B0078S3ELO,57.27,111,318.0
1310,PP73 - White Industrial,B00SBHMIF4,56.68,640,466.0
1311,PT32 - Navy Pants,B007GB982M,56.32,146,514.0
1312,JY32 - Fluorescent Yellow/Green High Visibility Outerwear,B00O971TY6,56.239999999999995,504,346.0
1313,SS14OR - Fluorescent Orange Woven Shirts,B007GBZBEQ,55.83,208,1024.0
1314,BNF8RB RG XXL - Royal Blue Flame Resistant Bottoms,B01EE5EBP6,55.64,711,209.0
1315,PT32 - Black Pants,B007GB8EVS,55.32,127,511.0
1316,PT32 - Navy Pants,B007GB98WW,55.18,148,514.0
1317,PT32 - Khaki Pants,B007GB8N5U,55.14,144,513.0
1318,1K00ST - Storm/Black Woven Shirts,B00AQ4EYY8,55.0,251,114.0
1319,PT60 - Navy Pants,B005HV4Z62,54.55,85,552.0
1320,PT32 - Khaki Pants,B007GB8N0U,54.36,143,513.0
1321,WS10 - White Woven Shirts,B00O4VY322,54.339999999999996,425,1136.0
1322,PT32 - Khaki Pants,B007GB8MII,53.99,141,513.0
1323,SP24 - Grey/blue Stripe Woven Shirts,B007GBX0FI,53.88,186,907.0
1324,SK91 - Medium Blue Tops and Sweaters,B0178EI1YM,53.7,668,758.0
1325,PT32 - Black Pants,B007GB8DZK,52.98,123,511.0
1326,CC18RD - Red Coveralls,B005DDYEY2,51.99,26,223.0
1327,SP14 - Grey/black With Red/white Woven Shirts,B007GBXHCE,51.81,197,
1328,SS14YE - Fluorescent Yellow/green Woven Shirts,B007GBZKRO,50.92,220,1025.0
1329,SY10 - Charcoal/Grey Woven Shirts,B00FDOARL0,50.9,303,1049.0
1330,SP28 - Silver/black Woven Shirts,B0058T33RA,49.08,8,941.0
1331,SS46LB - Light Blue Woven Shirts,B00AQ4FPVY,48.89,252,1034.0
1332,SL20 - Blue/White Stripe Woven Shirts,B0078X2J06,48.6,116,776.0
1333,SY10 - Charcoal/Grey Woven Shirts,B00O98FLQ2,47.98,607,1049.0
1334,PEJ6SW 38 34 - Stone-wash Flame Resistant Bottoms,B00CC3OJAA,47.79,276,446.0
1335,PT32 - Navy Pants,B007GB9BF6,46.98,154,514.0
1336,SC40 - Navy With Yellow/Green Visibility Trim Woven Shirts,B00O972OS6,46.8,547,644.0
1337,SP20 - Light Blue/Navy Stripe Woven Shirts,B007GC06RW,46.59,227,887.0
1338,SS46WH - White Woven Shirts,B00AQ4FYZG,46.47,258,1035.0
1339,CC18RD - Red Coveralls,B005DDYEME,46.16,24,223.0
1340,SP20 - Light Blue/Navy Stripe Woven Shirts,B007GC01RW,46.13,225,887.0
1341,SR60 - White Woven Shirts,B007GC07NK,45.74,229,1011.0
1342,PT59P - Tan Hospitality,B00SBHMOOE,45.480000000000004,643,546.0
1343,CC18GY - Grey Coveralls,B005DDYFRS,44.08,32,221.0
1344,PT60 - Navy Pants,B005HV54I0,42.12,95,552.0
1345,9K03P - Storm Hospitality,B00SBHLTEU,42.07,626,181.0
